codice_linea;codice_fermata;denominazione;ubicazione;comune;coordinata_x;coordinata_y;latitudine;longitudine;codice_zona
726;73461;CASA NUCCIA;VIA VAL D`ANEVA FR 74;CASTEL D`AIANO;662113;902794;44,258571;11,029785;568
726;73470;PIGGIOLO;VIA VAL D`ANEVA;CASTEL D`AIANO;661347;902564;44,256671;11,020124;568
726;73477;CASA MINGARDI;VIA VAL D`ANEVA FR 36;CASTEL D`AIANO;660860;903206;44,262555;11,014224;568
726;73486;CASTEL D`AIANO CANALE;VIA VAL D`ANEVA FR 77;CASTEL D`AIANO;660508;904030;44,270047;11,01007;568
726;73493;CASA GIOCONDO;VIA VAL D`ANEVA FR 6;CASTEL D`AIANO;660130;904749;44,2766;11,005557;447
372;603050;BONDENO XX SETTEMBRE;VIALE XX SETTEMBRE 7;BONDENO;690392;973519;44,887881;11,409904;663
372;603140;STELLATA;PIAZZA PEPOLI 52;BONDENO;691220;980136;44,947172;11,422881;667
372;603143;STELLATA BARCHESSA;VIA ARGINE PO PL 5497;BONDENO;691091;979407;44,94065;11,420972;667
372;641001;VIA SARTI 555;VIA SARTI 598;FICAROLO;692070;980200;44,947519;11,433671;666
372;641004;FICAROLO CENTRO;PIAZZA MARCONI FR 127;FICAROLO;692174;980861;44,953436;11,43524;666
372;641007;FICAROLO ORATORIO;VIA GRAMSCI 593;FICAROLO;692722;981339;44,957587;11,442363;666
373;603045;BONDENO VIALE MATTEOTTI;VIALE MATTEOTTI GIACOMO 59;BONDENO;690967;973798;44,890236;11,417285;663
373;603093;PONTE CHIAVICA LUIA;VIA IMPERIALE 517;MIRANDOLA;678191;977633;44,928041;11,256973;426
373;603125;BURANA;VIA VIRGILIANA 20;BONDENO;685689;976368;44,914747;11,351445;665
373;603151;PILASTRI PESA;VIA VIRGILIANA 152;PILASTRI;680841;979802;44,946883;11,291303;665
373;603154;LEZZINE;VIA VIRGILIANA 301;PILASTRI;682309;979598;44,944673;11,309823;665
373;603157;FONDO ROSSETTE;VIA VIRGILIANA 125;BONDENO;685061;977615;44,926126;11,343952;665
373;603160;CHIAVICA PONTE CA VERDE;VIA VIRGILIANA 58-118;BONDENO;685590;977046;44,920871;11,350441;665
373;658001;VIA VALLI;VIA VALLI (SAN MARTINO SPINO);SAN MARTINO SPINO;676991;978231;44,93372;11,241988;426
374;600556;MARCONI RIGHI;VIA G.MARCONI F23;FERRARA;705489;969634;44,848751;11,599317;600
374;600569;MODENA MARCONI (BV. D`ORO;VIA MODENA;FERRARA;705410;969438;44,847011;11,598239;600
374;600784;VIA ERIDANO;VIA ERIDANO 1;MIZZANA;704702;969664;44,849247;11,58938;600
374;600791;LA VOLPE;BONDENO - FERRARA 126;FERRARA;701783;973935;44,888488;11,554177;662
374;600797;POMPA SAN CRISTOFORO;VIA RANUZZI FR 237;FERRARA;701178;975373;44,901591;11,547095;662
374;600804;LA MOTTA;VIA BECCARI 146 - 200M BV VIA FIORILE;CASAGLIA;699528;975950;44,907245;11,526443;662
374;600807;CA VIDARA;VIA BECCARI FR 181;FERRARA;698985;976512;44,912451;11,519793;662
374;600810;RAVALLE CHIESA;BONDENO - FERRARA 219;RAVALLE;698384;978102;44,926918;11,51281;662
374;600813;BORGATA SABBIONI;BONDENO - FERRARA 188;FERRARA;697538;978681;44,93236;11,502326;662
374;600820;PODERE NOVELLE;BONDENO - FERRARA 256;FERRARA;696415;977902;44,925665;11,487805;662
374;600823;PODERE BOARIA GRANDE;BONDENO - FERRARA 287;FERRARA;696056;977854;44,925333;11,483242;662
374;600826;PORPORANA;VIA PALANTONE 38;PORPORANA;695288;977746;44,924572;11,473477;662
374;600829;BENNET CENTRO COMMERCIALE;VIA GIORGIO STREHLER;MIZZANA;703806;970828;44,859971;11,578521;600
374;603005;SCORTICHINO VIA CILEA;VIA CILEA FR 2E;SCORTICHINO;683887;972114;44,876951;11,32709;663
374;603008;LA STALLA;BONDENO - FERRARA F247;BONDENO;694415;977561;44,923147;11,462354;663
374;603011;BONDENO CAMPO SPORTIVO;VIA XX SETTEMBRE 82;BONDENO;690031;973348;44,886439;11,405273;663
374;603014;SAN BIAGIO IL PALAZZO;BONDENO - FERRARA 71;SAN BIAGIO;691949;976879;44,917683;11,430877;663
374;603021;OSPITALE;VIA SAN BIAGIO;OSPITALE;691979;974074;44,892447;11,430193;663
374;603024;LA STALLA;BONDENO - FERRARA 247;BONDENO;694459;977563;44,923153;11,462912;663
374;603040;BONDENO PONTE RANA;VIA VIRGILIANA 20;BONDENO;690544;973475;44,887444;11,411811;663
374;603043;BONDENO EX AUTOSTAZIONE;VIA PIRONI ANTONIO 110;BONDENO;690888;973522;44,887775;11,416181;663
374;603050;BONDENO XX SETTEMBRE;VIALE XX SETTEMBRE 7;BONDENO;690392;973519;44,887881;11,409904;663
374;603053;PIANO BERZOINI;SP45 - VIA PER SCORTICHINO 47;BONDENO;689688;973176;44,884983;11,400869;663
374;603056;DOSSO ALTO;SP45 - VIA PER SCORTICHINO 110;BONDENO;688021;972589;44,880145;11,379561;663
374;603059;CASINO DELLE SUORE;SP45 - VIA PER SCORTICHINO FR 10-12;BONDENO;687068;972518;44,879758;11,367479;663
374;603066;CASETTE PIRETTA;SP45 103;SCORTICHINO;685058;972445;44,879625;11,342024;663
374;603069;MULINO SCACCHETTI;SP45 FR171;BONDENO;683294;973208;44,886944;11,319984;665
374;603072;SALVATONICA;BONDENO - FERRARA 71;SALVATONICA;693554;977690;44,924542;11,451504;663
374;603075;CA ROSSA VIA CHIAVICA;VIA ARGINE CAGNETTO [ GAVELLO ] 63;BONDENO;682747;974169;44,895729;11,313409;665
374;603079;GAVELLO CIMITERO;VIA COMUNALE;BONDENO;682981;975761;44,909988;11,316946;665
374;603082;GAVELLO;VIA COMUNALE [ GAVELLO ] 71;GAVELLO;681447;976220;44,914509;11,297693;665
374;603085;GAVELLO CONSORZIO;VIA COMUNALE [ GAVELLO ] 134;BONDENO;680569;976356;44,915956;11,286627;665
374;603088;BORGO FORNA;VIA COMUNALE [ GAVELLO ] 383;GAVELLO;680073;976443;44,916864;11,280379;665
374;603095;PONTE CHIAVICA LUIA;VIA IMPERIALE F517;BONDENO;678214;977661;44,928288;11,257274;426
374;603098;VIA ARGINE DIVERSIVO 102;VIA ARGINE DIVERSIVO 102;BONDENO;684493;971773;44,873728;11,334632;663
374;603101;LA ZANFOGNINA IURLO;BONDENO - FERRARA 167;BONDENO;692296;977556;44,923678;11,435527;663
374;603104;MONTEMERLO;VIA ARGINE DIVERSIVO FR 226;BONDENO;686177;971385;44,8698;11,355791;663
374;603172;PEDOCCHINO;VIA COMUNALE FR. 266;BONDENO;679329;977707;44,928421;11,271409;665
374;657026;FINALE EMILIA AUTOSTAZION;VIA STAZIONE;FINALE EMILIA;681006;967072;44,832336;11,288845;425
374;657036;FINALE EMILIA COMUNALE RO;VIA COMUNALE ROVERE FR 29/B;FINALE EMILIA;681394;967937;44,840018;11,294059;425
374;658000;VIA VALLI;VIA VALLI (SAN MARTINO SPINO);SAN MARTINO SPINO;676959;978231;44,933728;11,241582;426
374;658003;SAN MARTINO IN SPINO;VIA VALLI 496;SAN MARTINO SPINO;676366;978420;44,935575;11,234139;426
375;600574;MODENA LEGNANO;VIA MODENA 72;MIZZANA;704695;969482;44,847612;11,589219;600
375;600581;CASSANA PESA;VIA MODENA 451;CASSANA;702711;969662;44,849797;11,564209;600
375;600584;CASSANA CHIESA;VIA MODENA 394;CASSANA;702146;969888;44,85199;11,557156;600
375;603007;SCORTICHINO VIA LEONARDO;VIA LEONARDO DA VINCI INCROCIO VIA CELLI;SCORTICHINO;684209;972618;44,881401;11,331346;663
375;603010;BONDENO SCUOLE MEDIE;VIA BOCCACCIO FR 4;BONDENO;689929;973221;44,885324;11,403935;663
776;77166;CASA RITA;VIA III NOVEMBRE 88;LIZZANO IN BELVEDERE;650636;892439;44,167857;10,883116;579
776;77169;VILLAGGIO EUROPA;VIA PROVINCIALE 26;VILLAGGIO EUROPA;650576;892859;44,171649;10,882486;579
776;77176;MAENZANO CHIESA;SP71 VIA CARPANI FR P.L. 35;LIZZANO IN BELVEDERE;650375;892514;44,168586;10,879875;579
776;77182;APPENNINO;VIA MARCONI 4;VIDICIATICO;650113;892537;44,168847;10,876606;579
776;77185;VIDICIATICO;VIA MARCONI FR 12;VIDICIATICO;649832;892746;44,170785;10,873153;579
776;77198;VIDICIATICO BV FARNE`;VIA PROVINCIALE BV FARNE`;LIZZANO IN BELVEDERE;649555;893599;44,178517;10,869932;579
776;77205;CA` DEL FRABETTO;VIA PROVINCIALE FR 2;LIZZANO IN BELVEDERE;650633;894677;44,187996;10,88372;579
776;77221;ROCCA CORNETA LE VIGNE;VIA PROVINCIALE;LIZZANO IN BELVEDERE;649693;895477;44,195388;10,872193;579
776;77230;ROCCA CORNETA;VIA PROVINCIALE FR 38;LIZZANO IN BELVEDERE;649147;896304;44,202942;10,865598;579
776;77237;CASA BERNARDINI;VIA PROVINCIALE 46;LIZZANO IN BELVEDERE;648887;896757;44,207071;10,862475;579
776;77250;PONTE DI CASTELLO;VIA PROVINCIALE FR 56;LIZZANO IN BELVEDERE;648714;897622;44,21489;10,860556;579
776;77253;PEDENA;VIA PROVINCIALE FR 58;LIZZANO IN BELVEDERE;648405;897897;44,217427;10,856767;579
776;77266;TRIGNANO BOSCO;VIA PROVINCIALE FR 6757;FANANO;647136;898911;44,226809;10,841174;466
776;77269;CASE GALLETTI;VIA PROVINCIALE FR 6178;FANANO;646556;898839;44,226278;10,833895;466
776;77282;CA` NADALINO;VIA PROVINCIALE FR 4381;FANANO;645503;898212;44,220847;10,820544;466
776;77285;PONTE LEO;VIA PROVINCIALE 3609;FANANO;645200;898052;44,219467;10,816708;466
776;77298;FANANO SANTA CROCE;VIA PROVINCIALE FR 1919;FANANO;644087;897780;44,21724;10,802707;466
776;77301;FANANO ZONA ARTIGIANALE;VIA PROVINCIALE 1363;FANANO;643853;897226;44,212301;10,799627;466
776;77401;CA` MARCACCI;VIA PROVINCIALE 41;LIZZANO IN BELVEDERE;648735;892888;44,172287;10,859478;579
776;77410;LA CA`;VIA PROVINCIALE 86;LIZZANO IN BELVEDERE;648102;892797;44,171597;10,851538;579
776;77452;LE FRASCARE;VIA PROVINCIALE 186;LIZZANO IN BELVEDERE;647730;892692;44,170727;10,846858;579
776;77455;TORLAINO;VIA PROVINCIALE 117;LIZZANO IN BELVEDERE;647280;892736;44,171214;10,841244;579
776;77468;RIO RI;VIA PROV. BV SBOCCATA DEI BAGNADORI;LIZZANO IN BELVEDERE;647330;890704;44,152919;10,8413;579
776;77471;MADONNA DELL`ACERO;VIA PROVINCIALE KM 9_950;LIZZANO IN BELVEDERE;645998;890290;44,14946;10,824537;579
776;77510;CATINELLE;VIA COMUNALE FR 148;LIZZANO IN BELVEDERE;646652;892587;44,169999;10,833351;579
776;77555;LE BORELLE;VIA COMUNALE FR 103;LIZZANO IN BELVEDERE;647705;893198;44,175285;10,846687;579
776;77571;SASSADELLO;VIA COMUNALE FR BV SASSADELLO;LIZZANO IN BELVEDERE;648230;894112;44,183404;10,853509;579
787;70607;PORRETTA BIVIO CASTELLUCC;VIA MAZZINI 145;PORRETTA TERME;658009;891615;44,158886;10,975038;573
787;79113;GREPPE;VIA PROVINCIALE FR 61;PORRETTA TERME;657429;891072;44,154125;10,967626;573
787;79122;CA PIROLINO CA MINGARINO;VIA PROVINCIALE 107;PORRETTA TERME;656914;891337;44,15662;10,961269;573
787;79129;CAPUGNANO BIVIO;VIA PROVINCIALE 136;PORRETTA TERME;656476;891531;44,15846;10,955852;573
787;79138;CASA BETTINI;VIA PROVINCIALE 199;CA` DI BETTINI;655702;891793;44,160983;10,946255;573
787;79145;CA` SERNO;VIA COMUNALE 254;PORRETTA TERME;655184;891562;44,159014;10,939713;573
787;79158;CAMPO FERALE;VIA COMUNALE FR BV SERENNA;PORRETTA TERME;654439;890978;44,153917;10,930229;573
787;79161;CASTELLUCCIO;VIA MANSERVISI FR 9;CASTELLUCCIO;654216;890746;44,151877;10,927374;573
787;79164;CASTELLUCCIO POSTE;VIA MANSERVISI 57;CASTELLUCCIO;654140;890521;44,149868;10,926359;573
787;79174;CANEVAIO;VIA COMUNALE 3;PORRETTA TERME;653812;890303;44,147976;10,922196;573
787;79177;CA` DEL MUTO;VIA COMUNALE FR CA` DEL MUTO;PORRETTA TERME;653279;890318;44,148222;10,915539;573
787;79405;CAPUGNANO CHIESA;VIA COMUNALE FR CHIESA;PORRETTA TERME;656074;891371;44,157106;10,95078;573
787;79418;LA PIAZZA;VIA COMUNALE FR 17;PORRETTA TERME;655674;890719;44,151325;10,945588;573
787;79421;CHIACCHIERE;VIA COMUNALE BV CA` MARSILI;PORRETTA TERME;655691;890563;44,149917;10,945754;573
787;700000;PORRETTA TERMINAL;VIA DON MINZONI;PORRETTA TERME;658220;891128;44,154458;10,977529;573
787;720101;PORRETTA STAZIONE;PIAZZA PROTCHE 12;PORRETTA TERME;658222;891265;44,155691;10,977595;573
79;6026;PONTELUNGO;VIA EMILIA PONENTE 243;BOLOGNA;682647;931146;44,508758;11,296784;500
79;6029;BORGO PANIGALE STAZIONE;VIA EMILIA PONENTE P.L. 193;BOLOGNA;681591;931745;44,514412;11,283719;500
79;6042;BORGO PANIGALE - MUSEO DU;VIA LEPIDO 104/C;BOLOGNA;680684;932154;44,518319;11,272459;500
79;6453;BATTINDARNO SEGANTINI;VIA BATTINDARNO 71;BOLOGNA;682943;930649;44,504212;11,300329;500
79;6460;DEPOSITO BATTINDARNO;VIA BATTINDARNO 300;BOLOGNA;682717;930372;44,501778;11,29739;500
79;7144;TRENO;PIAZZA GIOVANNI XXIII 11;BOLOGNA;681717;929520;44,494366;11,284521;500
79;61505;CERETOLO LAVORO;VIA DEL LAVORO FR 47;CASALECCHIO DI RENO;680082;928318;44,483962;11,263554;507
79;61514;Z.I. CASAL. BIZZARRI;VIA DEL LAVORO 71;CASALECCHIO DI RENO;679530;928863;44,489002;11,256807;507
79;61518;Z.I. CASAL. CADUTI R.E.;VIA DEL LAVORO 93;CASALECCHIO DI RENO;679149;928976;44,490113;11,252058;507
79;61521;Z.I. CASAL. DUE GIUGNO 19;VIA DEL LAVORO 106;CASALECCHIO DI RENO;678979;929098;44,491253;11,249964;507
79;61534;Z.I. ZOLA PREDOSA CURIEL;VIA ROMA FR 35;ZOLA PREDOSA;678835;929678;44,496506;11,248355;571
79;61537;Z.I. ZOLA PREDOSA GAGLIAN;VIA ROMA 71-69;ZOLA PREDOSA;678473;929571;44,495633;11,243768;571
79;62006;ZOLA PREDOSA RIGOSA;VIA RIGOSA 44/A-48/A;ZOLA PREDOSA;677664;930720;44,506169;11,233995;571
79;62009;ZOLA PREDOSA MASETTI;VIA RIGOSA 43/1;ZOLA PREDOSA;677478;930322;44,502634;11,23152;571
796;72010;CASTEL DI CASIO;PIAZZA ROMA 8;CASTEL DI CASIO;662895;892139;44,162528;11,036268;580
796;72013;PILASTRINA;VIA PROVINCIALE BV PILASTRINA;CASTEL DI CASIO;663179;891681;44,158344;11,039676;580
726;73522;CASA MULINELLO;VIA VILLA D`AIANO 5;CASTEL D`AIANO;658912;906173;44,289679;10,990736;447
726;73525;FAIETO;VIA VILLA D`AIANO 18;CASTEL D`AIANO;658599;906447;44,292213;10,986898;447
726;73538;LASTRA;VIA VILLA D`AIANO FR 108;CASTEL D`AIANO;657642;906941;44,296866;10,975059;447
726;73541;SERETTA;VIA VILLA D`AIANO BV DELLA PACE;CASTEL D`AIANO;657367;907007;44,297519;10,971633;447
726;73554;BARGA;VIA SEMELANO;MONTESE;656979;908185;44,308202;10,967126;447
726;73557;SEMELANO CHIESA;VIA SEMELANO FR P.L. 2;MONTESE;656923;908595;44,311903;10,966548;447
726;73602;CASTEL D`AIANO BIVIO CROC;VIA BOLOGNA FR BV CAVORRA;CASTEL D`AIANO;660033;905148;44,280211;11,004464;447
726;73605;CASTEL D`AIANO GIARDINI;VIA BOLOGNA FR BV PIANESTRINA;CASTEL D`AIANO;659862;904940;44,278377;11,002259;447
726;73798;CASTEL D`AIANO CENTRO SPO;VIA DEI PIANI FR 16;CASTEL D`AIANO;658997;905186;44,28078;10,9915;447
726;73801;CA` MINGARINO;VIA DEI PIANI PALO TELEFONICO 3;CASTEL D`AIANO;658619;905129;44,280349;10,986749;447
726;73811;MONTESE LA PADULLA;VIA PADULLE 1601;MONTESE;657059;903998;44,270511;10,966871;447
726;73814;MONTESE OFFICINA TORRE;VIA A.RIGHI LATO CIMITERO;MONTESE;655482;903824;44,269284;10,947071;447
726;73817;MONTESE MULINO;VIA A.RIGHI FR 74;MONTESE;655198;903838;44,269471;10,943518;447
727;70158;VERGATO TERMINAL;PIAZZA GIOVANNI XXIII 31;VERGATO;668719;905537;44,281749;11,11337;569
727;73001;VERGATO DI VITTORIO;VIA DI VITTORIO FR 15;VERGATO;668237;905620;44,282608;11,10736;569
727;73008;CASA MARMOCCHI;VIA PROVINCIALE FR 1;VERGATO;667999;906176;44,287665;11,104558;569
727;73014;IL MURO;VIA PROVINCIALE BV MARANO;VERGATO;667110;906986;44,295157;11,093682;569
727;73021;SUSANO LA CA`;VIA PROVINCIALE FR 58;VERGATO;666011;907534;44,300339;11,080089;569
727;73030;PRA` DI CEREGLIO;VIA PROVINCIALE FR BV VIA DELLO SPORT;VERGATO;665484;907608;44,301125;11,073511;568
727;73037;CEREGLIO OFFICINA PERI;VIA PROVINCIALE FR 65;CEREGLIO;664709;908281;44,307356;11,064013;568
727;73210;CASA DANTE;VIA ROCCA DI ROFFENO 44;VERGATO;662700;907591;44,3016;11,038626;568
727;73217;SERRETTONE;VIA ROCCA DI ROFFENO FR BV CASIGNO;CASTEL D`AIANO;663069;906554;44,292187;11,042926;568
727;73226;ACQUA RADIOSA;VIA MONTE ROCCA FR BV S.LUCIA;CASTEL D`AIANO;661947;907141;44,297719;11,029053;568
727;73233;BOCCA RAVARI BIVIO;VIA PASSO SELLA BV ZOCCA;CASTEL D`AIANO;660820;907428;44,300552;11,015022;447
727;73242;OMBRINA;VIA BOCCA RAVARI FR BV VIA PULANO;CASTEL D`AIANO;660359;906422;44,291602;11,008938;447
727;73522;CASA MULINELLO;VIA VILLA D`AIANO 5;CASTEL D`AIANO;658912;906173;44,289679;10,990736;447
727;73525;FAIETO;VIA VILLA D`AIANO 18;CASTEL D`AIANO;658599;906447;44,292213;10,986898;447
727;73602;CASTEL D`AIANO BIVIO CROC;VIA BOLOGNA FR BV CAVORRA;CASTEL D`AIANO;660033;905148;44,280211;11,004464;447
727;73609;CASTEL D`AIANO;PIAZZA N.LEVERA 11;CASTEL D`AIANO;659784;905160;44,280374;11,001349;447
727;73618;CASA CRISTINA;VIA PASSO BRASA 11;CASTEL D`AIANO;659547;904488;44,274379;10,998176;447
727;73625;CERRO GROSSO;VIA PASSO BRASA FR BV CERRO GROSSO;CASTEL D`AIANO;659078;904052;44,270559;10,99217;447
727;73634;SASSOMOLARE BIVIO;VIA PASSO BRASA FR BV SASSOMOLARE;GAGGIO MONTANO;658358;903658;44,267171;10,983034;447
727;73641;CHIERICHELLA;VIA CANEVACCIA FR 1;CASTEL D`AIANO;657486;903060;44,261979;10,971935;447
727;73654;CERRO MASERNO BIVIO;VIA A.RIGHI FR 127;MONTESE;655888;903655;44,267677;10,952104;447
727;73814;MONTESE OFFICINA TORRE;VIA A.RIGHI LATO CIMITERO;MONTESE;655482;903824;44,269284;10,947071;447
728;62686;TOLE`;PIAZZA DON CELSO LOLLI;TOLE`;664276;910723;44,329425;11,059357;566
728;73007;CASA MARMOCCHI;VIA PROVINCIALE 1;VERGATO;667967;906165;44,287573;11,104154;569
728;73010;SPEZZOLA;VIA PROVINCIALE FR 4;VERGATO;667727;906506;44,290697;11,101257;569
728;73013;IL MURO;VIA PROVINCIALE FR BV MARANO;VERGATO;667116;906991;44,295201;11,093759;569
728;73026;MONTICELLO;VIA PROVINCIALE BV PAGANELLO;VERGATO;665070;907422;44,299546;11,068265;568
728;73029;PRA` DI CEREGLIO;VIA PROVINCIALE BV VIA DELLO SPORT;CEREGLIO;665484;907618;44,301215;11,073514;568
728;73042;CEREGLIO BIVIO TOLE`;VIA PROVINCIALE FR BV TOLE`;VERGATO;664259;908253;44,307206;11,058366;568
728;73106;ACQUA CERELIA;VIA F.LLI BENASSI FR 42/1;VERGATO;664442;908867;44,312689;11,060853;568
728;73113;PRATICCIOLI;VIA F.LLI BENASSI FR 19;VERGATO;664162;909635;44,319662;11,057585;568
728;73122;BORGO DI SOPRA;VIA PROVINCIALE ANG PIAN DEL GHERA;TOLE`;664099;910492;44,327387;11,057065;566
728;73206;PIEVE AMORE;VIA PROVINCIALE FR 30;VERGATO;663019;907925;44,304534;11,042727;568
728;73209;CASA DANTE;VIA ROCCA DI ROFFENO FR 44;VERGATO;662706;907593;44,301617;11,038702;568
728;73222;ROCCA DI ROFFENO;VIA MONTE ROCCA FR 37;ROCCA DI ROFFENO;662195;906674;44,293462;11,032015;568
728;73302;ROCCA DI ROFFENO BIVIO VA;VIA PASSO SELLA DELLA CROCE BV VIA VALLE;ROCCA DI ROFFENO;662195;907031;44,296674;11,032125;568
737;70158;VERGATO TERMINAL;PIAZZA GIOVANNI XXIII 31;VERGATO;668719;905537;44,281749;11,11337;569
737;70502;VERGATO OSPEDALE CIVILE;VIA BORTOLOTTI 2;VERGATO;668509;905424;44,280781;11,110704;569
737;70505;VERGATO ZONA INDUSTRIALE;VIA NAZIONALE FR 16;VERGATO;668547;905055;44,277453;11,111061;569
737;70518;CARBONCINA;VIA NAZIONALE 36/B;VERGATO;667525;902046;44,250616;11,097299;570
737;70534;LISSANO;VIA NAZIONALE KM. 49+000;VERGATO;665362;900342;44,235779;11,069686;570
737;70537;RIOLA VECCHIA;VIA NAZIONALE 130/11;VERGATO;665008;899876;44,231667;11,065109;570
737;70550;MARANO BIVIO AFFRICO;VIA PORRETTANA 87;GAGGIO MONTANO;663014;899450;44,228282;11,040024;570
737;70553;MARANO BIVIO BELVEDERE;VIA PORRETTANA 126;GAGGIO MONTANO;662741;899284;44,22685;11,036557;570
737;73638;CANEVACCIA BIVIO;VIA CANEVACCIA FR 6;CASTEL D`AIANO;657764;902971;44,261118;10,975389;447
737;73641;CHIERICHELLA;VIA CANEVACCIA FR 1;CASTEL D`AIANO;657486;903060;44,261979;10,971935;447
796;74002;BERZANTINA;VIA BERZANTINA FR 22;PORRETTA TERME;658294;891427;44,157133;10,978544;576
796;74005;BERZANTINA CAMPO SPORTIVO;VIA BERZANTINA 48;CASTEL DI CASIO;658141;892144;44,163617;10,976847;576
796;74018;PRATI VILLA;VIA DON FORNASINI 21;PRATI;658565;893684;44,177382;10,982611;576
796;74021;PRATI PASSO DEL SOLDATO;VIA DON FORNASINI 16;PRATI;658817;893837;44,178704;10,985808;576
796;74034;CAVANELLA;VIA PIAN DI CASALE 6;CASTEL DI CASIO;660296;894431;44,183726;11,004481;580
796;74037;PIAN DI CASALE;VIA PIAN DI CASALE 9;PIANO DI CASALE;660934;894866;44,187499;11,012591;580
796;74050;CASA RICCI;VIA PIAN DI CASALE FR KM 7+500;CASTEL DI CASIO;662163;895631;44,194111;11,028196;580
796;74053;PIEVE DI CASIO BIVIO SAVI;VIA PROVINCIALE 8;CASTEL DI CASIO;662616;895848;44,195962;11,033928;580
796;74066;PIEVE DI CASIO LA CASETTA;VIA PROVINCIALE FR 5;CASTEL DI CASIO;662520;894108;44,180328;11,032189;580
796;74073;PIEVE DI CASIO BIVIO;VIA PROVINCIALE BV PIEVE;CASTEL DI CASIO;662758;893114;44,171331;11,034857;580
796;78404;PIANACCI;VIA PROVINCIALE FR 104;CAMUGNANO;663840;888926;44,133408;11,04708;580
796;78414;BARGI RISTORANTE RIGHETTI;VIA PIANA 18;CAMUGNANO;664735;888357;44,128087;11,058083;580
796;78417;BARGI POSTE;VIA PIANA 13/A;LA PIANA;664798;888527;44,129603;11,058923;580
796;78430;BAIGNO CALCINARA;VIA PROVINCIALE FR 100;CAMUGNANO;666440;888165;44,125974;11,07932;589
796;78433;BAIGNO;VIA PROVINCIALE FR 107/B;CAMUGNANO;666764;888385;44,12788;11,083437;589
796;78809;BAIGNO LA SERRA;VIA BAIGNO CHIESA 56;CAMUGNANO;666590;888761;44,131302;11,081382;589
796;83645;ZANCHETTO BIVIO;SP62 RIOLA CAMUGNANO CASTIGLIONE;CAMUGNANO;668184;890186;44,143759;11,10175;589
796;83654;CASELLINA GUSSELLA;SP62 RIOLA CAMUGNANO CASTIGLIONE BV GUSS;CAMUGNANO;668871;889225;44,134954;11,110025;589
796;83661;BRASIMONE DIGA;SP62 RIOLA CAMUGNANO CASTIGLIONE FR 89;CAMUGNANO;669327;888663;44,129792;11,115541;586
796;85531;NANNI BIVIO;VIA PROVINCIALE BV NANNI;CASTEL DI CASIO;663755;892105;44,16203;11,047006;580
796;85534;CASETTE;VIA PROVINCIALE BV CASETTE;CASTEL DI CASIO;663147;890728;44,149776;11,03898;580
796;85537;FRUSTELLO BIVIO;VIA PROVINCIALE BV FRUSTELLO;CASTEL DI CASIO;663202;890591;44,148532;11,039625;580
796;85550;SUVIANA TRAMONTI;VIA PROVINCIALE FR 23;CASTEL DI CASIO;663002;889231;44,136339;11,036705;580
796;780502;BERZANTINA ORTO;VIA BERZANTINA FR 38;BERZANTINA;658185;891695;44,159568;10,977262;576
797;70710;CASA GARDELLA;VIA ROMA FR. 12;GRANAGLIONE;658707;890341;44,147271;10,983378;573
797;70713;CASA CIABATTA;VIA NAZIONALE 195;GRANAGLIONE;658950;889989;44,144051;10,986308;573
797;70726;CASA RINGHINO;VIA NAZIONALE FR 133;PONTE DELLA VENTURINA;659230;889030;44,135362;10,989517;574
797;70729;PONTE VENTURINA BAR GENOV;VIA NAZIONALE 81;PONTE DELLA VENTURINA;659357;888616;44,131609;10,990979;574
797;78010;CA` DI DANO;VIA BADI FR 42;SAMBUCA PISTOIESE;659822;888690;44,132173;10,99681;574
797;78017;PAVANA PISTOIESE ZAVARI;VIA BADI BV CASA ZAVARI;SAMBUCA PISTOIESE;660908;888727;44,132268;11,010389;580
797;78026;POGGIOLINO;VIA BADI FR BV POGGIOLINO;CASTEL DI CASIO;661529;888163;44,127057;11,017974;580
797;78306;COSTOZZA;VIA COSTOZZA 25;CAMUGNANO;664196;889770;44,140922;11,05179;589
797;78309;POGGIO COSTOZZA;VIA COSTOZZA FR 57;CAMUGNANO;664295;890240;44,145129;11,053174;589
797;85542;SUVIANA MOLINELLO;VIA PROVINCIALE FR 39;CASTEL DI CASIO;663123;889829;44,141693;11,038402;580
797;85545;SUVIANA VILLAGGIO ENEL;VIA PROVINCIALE FR 13;CASTEL DI CASIO;663102;889710;44,140627;11,038103;580
797;85558;CAPANNA DI SUVIANA;VIA SUVIANA 3;CASTEL DI CASIO;662697;889210;44,136218;11,032888;580
797;85561;CASA PICCHIONI;VIA SUVIANA BV LIZZO;CASTEL DI CASIO;662487;889157;44,135788;11,030248;580
797;85574;LA CASETTA;VIA SUVIANA 5;CASTEL DI CASIO;662082;888712;44,131874;11,025051;580
797;85577;OMO MORTO;VIA PROVINCIALE 3;CASTEL DI CASIO;661681;888312;44,128364;11,019919;580
797;85590;BADI CIMITERO;VIA PROVINCIALE 17;BADI;662110;887592;44,12179;11,025056;580
797;700000;PORRETTA TERMINAL;VIA DON MINZONI;PORRETTA TERME;658220;891128;44,154458;10,977529;573
798;72006;CASTEL DI CASIO CABINA EN;VIA GARIBALDI FR 7;CASTEL DI CASIO;662654;892184;44,162987;11,033269;580
798;72009;CASTEL DI CASIO;VIA MARCONI 15;CASTEL DI CASIO;662924;892156;44,162675;11,036636;580
